,Title,Price,No. Reviews,Display size,Storage type,CPU Speed,RAM,Rating,Brand,graphics,Processor
214,"Lenovo Legion 5 15.6 Inch FHD Gaming Laptop (AMD Ryzen 5, 8 GB RAM, 256 GB SSD, NVIDIA GeForce GTX 1650, Windows 10 Home) – Phantom Black, 82B50042UK",749.0,63,15.6,Flash Memory Solid State,3.0,8,4.4,lenovo,1,amd
215,"ASUS 11.6 inch VivoBook with Microsoft Office 365 - E210 11.6 inch Laptop (Intel Celeron N4020, 4GB RAM, 64GB eMMC, Windows 10) - Includes LED-NumberPad, Blue",229.0,139,11.6,Flash Memory Solid State,1.1,4,4.3,asus,0,unknown
216,"Lenovo IdeaPad Slim 1 11 Inch (11.6 Inch) HD Laptop - (AMD A4, 4GB RAM, 64GB eMMC, Windows 10 Home S Mode) - Platinum Grey",226.09,506,11.6,EMMC,1.5,4,4.0,lenovo,0,amd
217,"Dell G7 17.3 inch FHD 144Hz 300 nits IPS Anti-Glare LED Backlit Narrow Border Display Gaming laptop, Intel Core i7-10750H, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 2060 6GB GDDR6, Win 10 Home",1469.0,13,17.3,Flash Memory Solid State,5.0,16,4.1,dell,1,i7
218,"CHUWI GemiBook Slim Laptop, 13-Inch 2K(2160x1440) IPS Display, 12GB RAM, 256GB SSD, Intel Celeron J4115 Processor, 4K Video Decoding, 2.4G/5G WiFi, Windows 10 Home, Backlit Keyboard, Gray",399.0,12,13.0,SSD,1.8,12,3.9,other_brand,0,unknown
219,"CHUWI 13.3-inch FHD (1920x1080) IPS Display, Intel Core M3-8100Y Processor, 8GB Memory, 256GB SSD, Windows 10 Home, HDMI, Bluetooth, Backlit Keyboard, Dual WiFi, 2 x USB 3.0, 1 Year Warranty",399.0,85,13.3,SSD,1.1,8,4.3,other_brand,0,unknown
220,"CHUWI SurPad 10.1'' 2-in-1 Laptop, 4GB RAM 128GB UFS, 8 Cores, MT6771V Processor 2.0GHZ, FHD Touch Screen (1920x1200), 2.4G/5G WiFi, BT5.0, Type-C, Android 10 System, Include Keyboard",269.0,14,10.1,SSD,2.0,4,4.3,other_brand,0,unknown
221,"HP EliteBook 840 G2 14-inch Ultrabook Laptop PC (Intel Core i5-5200U, 8GB RAM, 256GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit)(Renewed)",409.99,715,14.0,SSD,2.2,8,4.1,hp,0,i5
222,"HP 250 G7 15.6-inch Laptop, Intel Core i7-1065G7, 16 GB RAM, 256 GB SSD, DVD-RW, Windows 10 Pro",899.0,2,15.6,SSD,3.9,16,5.0,hp,0,i7
223,"HP EliteBook 840 G1 14-inch Ultrabook (Intel Core i5 4th Gen, 8GB Memory, 180GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit) (Renewed)",365.0,165,14.0,Others,1.9,8,4.3,hp,0,i5
224,"ASUS Strix G533QR 15.6 inch QHD 165Hz Gaming Laptop (AMD Ryzen 7-5800H, Nvidia RTX 3070 8GB Graphics, 16GB RAM (8GB x2), 1TB SSD, Opto Mechanical RGB Keyboard, Windows 10), Black",1899.99,55,15.6,SSD,3.0,8,4.7,asus,1,amd
225,"HoMei 32 GB RAM, 1 TB SSD, 2 TB HDD, 17.3"" IPS Full HD 6 Core 9th Gen Intel Core i7-9750H 4.50 GHz Gaming Notebook Laptop, GeForce GTX 1660 Ti 6 GB GDDR6 Graphics, Backlit Keyboard",1598.0,20,17.3,HDD,4.5,32,4.8,other_brand,1,i7
226,"HP 14"" EliteBook 840 G3 Ultrabook - Full HD (1920x1080) Core i5-6300U 8GB DDR4 256GB SSD WebCam WiFi Windows 10 Professional 64-bit Laptop PC (Renewed)",529.9,715,14.0,SSD,2.4,8,4.1,hp,0,i5
227,"Acer Swift 5 SF514-55T 14 inch Laptop - (Intel Core i7-1165G7, 8GB RAM, 1TB SSD, Full HD Touchscreen Display, Windows 10, Racing Green)",1099.99,16,14.0,Flash Memory Solid State,4.7,8,3.8,acer,0,i7
228,"CHUWI CoreBook Pro 13'' Laptop, 8GB RAM 256GB SSD, Intel Core i3-6157U Main Frequency 2.4GHZ, Windows 10, 2160x1440 Resolution, USB 3.0, Full Function Type C, 2.4G/5G WiFi",469.0,85,13.0,SSD,2.4,8,4.3,other_brand,0,i3
229,"Razer Book 13 - Ultra Light Laptop for on the Go with 13.4 Inch UHD 60 Hz Touchscreen (Intel Core i7 11th Gen, Iris Xe Graphics, 10 Hours Battery Life) Mercury / White | Qwerty UK Layout",1298.99,13,13.4,SSD,2.8,512,4.3,other_brand,1,i7
230,Lenovo V15-ADA AMD Ryzen 5-3500U 8GB 256GB SSD 15.6 Inch FHD Windows 10 Laptop,572.12,9,15.6,SSD,2.1,8,4.2,lenovo,0,amd
231,"Lenovo V15 Ryzen 5 8GB 256GB SSD 15.6"" Win10 Home Laptop",519.78,69,15.6,SSD,2.1,8,4.6,lenovo,0,unknown
232,"ASUS ZenBook 14 UX435EG Full HD 14"" Touchscreen Laptop (Intel i7-1165G7, Nvidia MX450 Graphics Card, 16GB RAM, 512GB SSD, 32GB Intel Optane Memory, Windows 10) Includes ScreenPad 2.0",1029.99,17,14.0,Flash Memory Solid State,2.8,16,4.0,asus,1,i7
233,"HP OMEN 17-cb1003na 17.3 Inch Full HD, 144 Hz Gaming Laptop, Intel Core i7-10750H, 16 GB RAM, 512GB SSD, NVIDIA GeForce RTX 2080 Super (8 GB Dedicated) Graphics, Windows 10 Home - Black",1999.99,307,17.3,Others,2.6,16,4.6,hp,1,i7
234,FANCY CHERRY® NEW 2018 HD 10 inch Mini Laptop Notebook Netbook Tablet Computer 1G DDR3 8GB Memory VIA WM8880 CPU Dual Core Android Screen Wifi Camera Keyboard USB HDMI (Silver 8GB),109.0,241,10.0,SSD,1.5,1,3.0,other_brand,0,unknown
235,"CHUWI HiPad X 10.1'' 2-in-1 Laptop, 4GB RAM 128G UMCP, Android 10 System, 8 Cores, 2.0 GHz MT8788 Processor, FHD Touch Screen (1920x1200), 2.4G/5G WiFi, BT5.0, Include Keyboard and Stylus Pen",279.0,16,10.1,SSD,2.0,4,4.0,other_brand,0,unknown
236,"Lenovo Yoga Slim 7 14 Inch 4K UHD Laptop - (Intel Core i5, 8 GB RAM, 256 GB SSD, Windows 10) – Fabric, Slate Grey",871.01,71,14.0,Flash Memory Solid State,1.1,8,4.3,lenovo,0,i5
237,"KUU XBOOK Laptops, 14.1 inch Laptop 8GB RAM 512GB Intel Celeron J4115 Quad-core CPU Windows 10 HD Screen Ultra-thin narrow bezel Notebook (8GB RAM+512GB SSD)",319.99,90,14.1,SSD,1.8,8,3.8,other_brand,0,unknown
238,"Razer Blade 15 Gaming Laptop (2020): With 15.6 Inch Full HD-300 Hz, Intel Core i7, NVIDIA GeForce RTX 2070 S, 16 GB RAM, 512 GB SSD, CNC Aluminum, Chroma RGB Lighting | UK QWERTY Layout",2549.98,286,15.6,Flash Memory Solid State,5.1,16,4.3,other_brand,1,i7
239,"ASUS 14 inch Chromebook Flip C433TA Full HD Touchscreen Convertable Laptop (Intel Core M3-8100Y, 8GB RAM, 128GB eMMC, Chrome Os, Backlit Keyboard)",449.0,705,14.0,SSD,1.1,8,4.5,asus,0,unknown
240,"Dell Inspiron 14 7490 14 Inch FHD Wide Viewing ANGLE 2019 Laptop (Silver) with Magnesium Alloy Build, Intel Core i7-10510U, 8 GB RAM, 512 GB SSD, Fingerprint Reader and Windows 10 Home",1099.99,7,14.0,Flash Memory Solid State,1.8,8,4.0,dell,0,i7
241,Windows 10 Lenovo X230i i3-3110M Laptop PC - 4GB DDR3 - 320GB HDD -(Renewed) DM,199.99,2,12.0,SATA,2.4,4,4.5,other_brand,0,i3
242,"ASUS VivoBook with Microsoft Office 365 E410MA 14 Inch Full HD Laptop (Intel Celeron N4020, 4 GB RAM, 64 GB eMMC, Windows 10 S)",249.99,2661,14.0,Flash Memory Solid State,1.1,4,4.0,asus,0,unknown
243,"ASUS C433 Full HD 14 Inch Touchscreen ChromeBook Flip (Intel M3-8100Y Processor, 64 GB eMMC Storage, 4 GB RAM, Chrome OS), Silver/Blue",439.99,705,14.0,Others,1.1,4,4.5,asus,0,unknown
244,"ASUS ZenBook UX534FAC 15.6 Inch Ultra HD (4K) Laptop (Intel i7-10510U, 16 GB RAM, 512 GB SSD, 32 GB Intel Optane Memory, Full HD ScreenPad, Backlit Keyboard, Windows 10)",1099.99,17,15.6,SSD,1.8,16,4.0,asus,0,i7
245,"ASUS A516MA 15.6"" FHD Intel Pentium Silver N5030 8GB DDR4 256GB NVMe SSD Backlit Keyboard Windows 10 PRO",429.0,57,15.6,SSD,1.1,8,4.2,asus,0,unknown
246,Lenovo ThinkPad T450 14.1 inches i5-5300U 8GB 240GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed),319.99,20,14.0,SSD,2.3,8,4.0,lenovo,0,i5
247,"HP EliteBook 840 G1 14-inch Ultrabook (Intel Core i5 4th Gen, 8GB Memory, 320GB HDD, WiFi, WebCam, Windows 10 Professional 64-bit) (Renewed)",418.99,47,14.0,HDD,1.9,8,4.0,hp,0,i5
248,"Lenovo V145 A6 15.6-inch Laptop, AMD A6-9225, 16GB RAM, 1TB SSD, DVD+RW, Windows 10 Pro",599.0,10,15.6,SSD,2.6,16,3.6,lenovo,0,amd
249,"HP 255 G8 15.6-inch Laptop, AMD Ryzen 5 3500U Quad Core APU, 16 GB RAM, 512 GB SSD, Windows 10 Home",729.0,12,15.6,SSD,3.7,16,4.6,hp,0,amd
250,"FANCY CHERRY 10 inch 8GB Laptop Netbook Notebook PC Ultrabook Android HDMI Dual Core WIFI Camera, Accessories Laptop Bag + Mouse + Mouse Pad + Earphone (White)",118.14,246,10.0,SSD,1.5,1,3.0,other_brand,0,unknown
251,"LincPlus P1 13.3"" Laptop with Windows 10 S, Full HD IPS Notebook Intel Celeron N4000 4GB RAM 64GB eMMC Storage Upgradeable by SSD Fanless Quiet Slim Netbook",259.0,272,13.3,EMMC,2.6,4,4.2,other_brand,0,unknown
252,"HoMei 32GB DDR4 RAM, 6 Core 9th Gen Intel Core i7-9750H 4.50GHz, 17.3 inch FHD 144Hz IPS Display, GeForce GTX 1660 Ti 6GB GDDR6 Graphics, 512GB SSD, Backlit Keyboard, Gaming Notebook Laptop PC",1398.0,3,17.3,SSD,4.5,32,4.6,other_brand,1,i7
253,"KUU K2s 14.1 inch Laptop, Intel Celeron J4115 Quad Core Up to 2.5Ghz, 8GB RAM 512GB SSD Full-size ultra-narrow bezel keyboard with fingerprint unlock keyboard backlight (8GB+512GB SSD)",369.99,113,14.1,SSD,1.8,8,3.7,other_brand,0,unknown
254,"ASUS ROG Zephyrus G14 G401IA Full HD 14"" IPS level Gaming Laptop (AMD Ryzen 5 4600HS, NVIDIA GeForce GTX 1650 4GB, 512GB M.2 NVMe SSD, 8GB RAM, Windows 10, Includes Bag & LAN Dongle), White",945.54,23,14.0,Flash Memory Solid State,3.0,8,4.2,asus,1,amd
255,"Lenovo Legion 5 17.3 Inch FHD Gaming Laptop (Intel Core i7, 2x 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2060, Windows 10 Home) – Phantom Black",1299.97,5,17.3,Flash Memory Solid State,2.6,16,4.7,lenovo,1,i7
256,"HP EliteBook 840 G1 14-inch Ultrabook (Intel Core i5 4th Gen, 8GB Memory, 128GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit) (Renewed)",427.0,715,14.0,SSD,1.6,8,4.1,hp,0,i5
257,"CHUWI 13.3'' Laptop, 8GB RAM 256GB SSD, Intel Dual Core m3-8100Y 3.4GHZ, 4K Video Decoding, Windows 10, 1920x1080 Resolution, 2.4G/5G WiFi, USB 3.0, HDMI, Full Function Type C",399.0,9,13.3,SSD,1.1,8,3.7,other_brand,0,unknown
258,"ROG Zephyrus G14 G401IV WQHD 14"" IPS Level Gaming Laptop (AMD Ryzen 9 4900HS, NVIDIA GeForce RTX 2060 6GB, 1TB M.2 NVMe SSD, 16GB RAM, Windows 10) Includes LED Lighting",1715.46,24,14.0,Flash Memory Solid State,3.0,16,3.9,other_brand,1,amd
259,TOPOSH 14 Inches Windows 10 PC Laptop Computer Notebook 8GB RAM 128GB SSD Intel Celeron 3855U 1.8GHz CPU Processor Netbook with Fingerprint Unlock 3 Brightness Backlit Keyboard Metal Housing- Red,369.99,36,14.0,SSD,1.8,8,4.1,other_brand,0,unknown
260,"Lenovo X230 (12in Laptop) Intel Core i5 3320M 2.60GHz (3rd Generation), 8GB Memory, 320Gb HDD, Wireless, Windows 10 (64 Bit) (Renewed)",289.99,51,12.0,HDD,2.6,8,4.3,lenovo,0,i5
261,"ASUS ROG Zephyrus G14 GA401IU 14"" Full HD Gaming Laptop (AMD Ryzen 9-4900HS, NVIDIA GeForce GTX 1660Ti, 16GB RAM, 512GB SSD, Windows 10) Includes LED Matrix lighting",1199.99,24,14.0,SSD,3.0,16,3.9,asus,1,amd
262,"Lenovo Yoga Slim 7 14 Inch 4K UHD Laptop - (Intel Core i7, 8 GB RAM, 512 GB SSD, Windows 10) – Fabric, Slate Grey",999.99,71,14.0,Flash Memory Solid State,1.3,8,4.3,lenovo,0,i7
263,"Dell XPS 15 9500, Silver, Intel Core i7-10750H, 16GB RAM, 1TB SSD, 15.6"" 1920x1200 WUXGA, 4GB NVIDIA GeForce GTX 1650Ti, Dell 1 YR WTY + EuroPC Warranty Assist, (Renewed)",1499.99,6,15.6,SSD,2.6,16,3.8,dell,1,i7
264,Venturer 11 Inch Windows Notebook,199.99,7,11.6,EMMC,1.1,2,4.3,other_brand,0,unknown
265,"Lenovo V14-IIL 14"" Full HD Laptop Intel Core i5-1035G1 8GB RAM 256GB SSD Windows 10 Pro - 82C40019UK",679.0,7,14.0,SSD,2.1,8,4.7,lenovo,0,i5
266,"Lenovo IdeaPad Flex 5 15.6 Inch FHD 2-in-1 Laptop - (Intel Core i7, 8 GB RAM, 512 GB SSD, Windows 10 S Mode) - Graphite Grey",799.99,77,15.6,Flash Memory Solid State,1.3,8,4.6,lenovo,0,i7
267,"Dell New XPS 17 9700 17.0 Inch 4K UHD+ Laptop,Intel Core i9-10885H(10th Gen), 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 2060, InfinityEdge Touch Anti-Reflecitve 500-Nit, Fingerprint Reader, Win 10 Home",3196.0,82,17.0,Flash Memory Solid State,5.3,16,4.1,dell,1,i9
268,"Microsoft Surface Laptop Go Ultra-Thin 12.4” Touchscreen Laptop (Platinum) - Intel 10th Gen Quad Core i5, 8GB RAM, 256GB SSD, Windows 10 Home in S Mode, 2020 Edition",799.0,118,12.45,Flash Memory Solid State,3.6,8,4.5,other_brand,0,i5
269,"HUAWEI MateBook D 15.6'' Laptop, Full View 1080P FHD Ultrabook PC- (Intel Core i5-10210U, Multi-screen Collaboration, Fingerprint Reader, 8GB RAM, 256GB SSD, Windows 10 Home), Gray",579.99,2269,15.6,Flash Memory Solid State,1.6,8,4.7,other_brand,0,i5
270,"Lenovo V15 15.6"" Laptop - Ryzen 3 2.3GHz CPU, 4GB RAM, Radeon, Windows 10",361.89,9,15.6,SSD,2.3,4,4.0,lenovo,0,unknown
271,"Lenovo Legion 5 15.6 Inch FHD 144 Hz Gaming Laptop (Intel Core i5, 8 GB RAM, 512 GB SSD, NVIDIA GeForce GTX 1660 Ti, Windows 10 Home) – Phantom Black",849.98,63,15.6,Flash Memory Solid State,2.5,8,4.4,lenovo,1,i5
272,"G-Anica® 10.1 Inch Windows 10 Laptop Quad Core Notebook Slim and Lightweight Mini Netbook Computer with Netflix Youtube Bluetooth Wifi Webcam HDMI , and Laptop Bag,Mouse, Mouse Pad, Headphone (Green)",209.99,39,10.1,SSD,1.44,2,3.7,other_brand,0,unknown
273,"ASUS VivoBook M413DA Full HD 14 Inch Laptop (AMD Ryzen 7, 8 GB RAM, 512 GB SSD, Windows 10) Includes reversible USB 3.2 Type-C port",588.0,207,14.0,Flash Memory Solid State,4.0,8,4.5,asus,0,amd
274,"ASUS ZenBook Flip S UX371EA OLED Ultra HD (4K) 13.3"" Touchscreen Convertible Laptop (Intel i7-1165G7, 16GB RAM, 1TB SSD, Windows 10, with Stylus Pen + Audio Jack Adapter) - Intel EVO Verified, Black",1499.99,11,13.3,Flash Memory Solid State,2.8,16,3.9,asus,0,i7
275,"Acer Aspire 5 A515-56 15.6 inch Laptop - (Intel Core i5-1135G7, 8GB RAM, 1TB SSD, Full HD Display, Windows 10, Blue) - Amazon Exclusive",699.99,348,15.6,Flash Memory Solid State,4.2,8,4.4,acer,0,i5
276,"Acer Aspire 5 A515-56G 15.6 inch Laptop - (Intel Core i7-1165G7, 8GB RAM, 1TB SSD, NVIDIA MX350, Full HD Display, Windows 10, Silver)",849.99,348,15.6,Flash Memory Solid State,4.7,8,4.4,acer,1,i7
277,"15.6 inch Laptop (Intel Celeron 64-bit, 8GB DDR3 RAM, 128GB SSD, 10000mAH battery, HD webcam, Windows 10 OS Preinstalled, 1920 * 1080 FHD IPS display) Notebook",303.99,88,15.6,SSD,1.5,8,3.4,other_brand,0,unknown
278,"ASUS ZenBook Duo UX482EG 14 inch Full HD 400nits Dualscreen Touchscreen Laptop (Intel i7-1165G7, NVIDIA GeForce MX450, 16GB RAM, 512 GB SSD, Windows 10) Includes Stylus Pen",1523.98,18,14.0,SSD,2.8,16,4.9,asus,1,i7
279,"Microsoft Surface Laptop Go Ultra-Thin 12.4” Touchscreen Laptop (Ice Blue) - Intel 10th Gen Quad Core i5, 8GB RAM, 256GB SSD, Windows 10 Home in S Mode, 2020 Edition",799.0,118,12.45,Flash Memory Solid State,3.6,8,4.5,other_brand,0,i5
280,HP 255 G7 AMD Ryzen 5 8GB 256GB SSD 15.6 Inch Windows 10 Home Laptop,624.0,31,15.6,SSD,2.1,8,4.2,hp,0,amd
281,"ASUS A509JA 15.6"" IPS FHD, i3-1005G1, Intel UMA, 8GB DDR4, 256GB NVMe SSD, Chiclet KB, WiFi 5, BT 4.1, WIN 10 PRO",529.0,8,15.6,SSD,3.4,8,4.8,asus,0,i3
282,"HP Stream 11-ak0007na 11.6 Inch Laptop (Blue) (Intel Celeron N4000, 2 GB RAM, 32 GB eMMC, Microsoft 365 and 1 TB OneDrive Cloud Storage, 1 Year Subscription Included, Windows 10 Home)",229.8,339,11.6,EMMC,1.1,2,4.2,hp,0,unknown
283,"KUU XBOOK Laptops, 14.1 inch Laptop 8GB RAM 256GB Intel Celeron J4115 Quad-core CPU Windows 10 HD Screen Ultra-thin narrow bezel Notebook (8GB RAM+256GB SSD)",299.99,90,14.1,SSD,1.8,8,3.8,other_brand,0,unknown
284,"HUAWEI MateBook 13 2020 - 13 Inch Laptop with 2K FullView Screen - 10th Gen Intel Core i5-10210U, 8GB RAM, 512GB SSD, NVIDIA GeForce MX250, Windows 10 Home, Space Grey",665.12,230,13.0,Flash Memory Solid State,4.2,8,4.6,other_brand,1,i5
285,"HP Elitebook 840 G1 Laptop, I5-4200U, 1.6GHZ, 256GB Solid State Drive, 8GB RAM, With Windows 10 Professional (Renewed)",399.99,61,14.0,SSD,1.6,8,4.1,hp,0,i5
286,"Lenovo ThinkPad E15 (20RD001FUK) 15.6"" Full HD Laptop (Black) (Intel Core i5-10210U, 8GB RAM, 256GB SSD, Windows 10 Pro)",830.94,6,15.6,SSD,1.6,8,5.0,lenovo,0,i5
287,"Lenovo IdeaPad L340 15 Inch Gaming Laptop - Intel Core i5 Processor, NVIDIA GeForce GTX 1650, 8GB RAM, 256 SSD",749.0,1,15.6,Flash Memory Solid State,4.1,8,5.0,lenovo,1,i5
288,"Acer Swift 3 SF313-53 13.5 inch Laptop - (Intel Core i7-1165G7, 8GB RAM, 512GB SSD, QHD 3:2 Display, Windows 10, Silver)",899.99,12,13.5,Flash Memory Solid State,4.7,8,3.6,acer,0,i7
289,"ASUS ZenBook Pro Duo UX581 OLED 4K Dual-Touchscreen 15.6"" Laptop (Intel i9-10980HK, Nvidia GeForce RTX 2060, 32GB RAM, 1TB NVMe PCIe SSD, Windows 10) Includes Stylus Pen",2799.98,18,15.6,Flash Memory Solid State,2.4,32,4.9,asus,1,i9
290,TOPOSH 14 Inches Windows 10 PC Laptop Computer Notebook 8GB RAM 128GB SSD Intel Celeron 3855U 1.8GHz CPU Processor Netbook with Fingerprint Unlock 3 Brightness Backlit Keyboard Metal Housing- Silver,369.99,36,14.0,SSD,1.8,8,4.1,other_brand,0,unknown
291,"G-Anica® 10.1 Inch Windows 10 Laptop Quad Core Notebook Slim and Lightweight Mini Netbook Computer with Netflix Youtube Bluetooth Wifi Webcam HDMI , and Laptop Bag,Mouse, Mouse Pad, Headphone (Pink)",209.99,39,10.1,SSD,1.44,2,3.7,other_brand,0,unknown
292,"""Dell Latitude E7270 Light Compact 12"""" Laptop Intel Core i5 6th Gen 8GB RAM 256GB SSD HDMI Webcam Win 10 Pro (Renewed)"", black",389.11,116,12.5,SSD,1.9,8,3.8,other_brand,0,i5
293,"HP Envy x360 15-ed0007na 15.6 Inch Full HD Touch Screen Convertible Laptop with Stylus (Natural Silver) - (Intel Core i7-1065G7, Intel Iris Plus Graphics, 16 GB RAM, 512 GB SSD, Windows 10 Home)",1149.99,350,15.6,Flash Memory Solid State,1.3,16,4.4,hp,1,i7
294,"Lenovo 14"" ThinkPad T450 Ultrabook - HDF+ (1600x900) Core i5-5300U 16GB 256GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed)",499.0,486,14.0,SSD,2.3,16,4.3,lenovo,0,i5
295,"Microsoft Surface Laptop Go Ultra-Thin 12.4” Touchscreen Laptop (Sandstone) - Intel 10th Gen Quad Core i5, 8GB RAM, 256GB SSD, Windows 10 Home in S Mode, 2020 Edition",799.0,118,12.45,Flash Memory Solid State,3.6,8,4.5,other_brand,0,i5
296,"Lenovo V15-IIL 15.6-inch Laptop, Intel Core i5-1035G1, 8 GB RAM, 256 GB SSD, Windows 10 Pro",649.0,1,15.6,SSD,3.6,8,5.0,lenovo,0,i5
297,"DELL LATITUDE E6330 13"" LAPTOP INTEL CORE i5-3340M 3rd GEN 2.7GHZ 8GB RAM 1TB HDD DVD WEBCAM WINDOWS 10 PRO 64BIT (Renewed)",379.99,3,13.3,SATA,2.6,8,4.6,dell,0,i5
298,"MSI GS66 Stealth 10SE-040 - 15.6 Inch Full HD 240hz Gaming Laptop, Intel Core i7-10750H, NVIDIA GeForce RTX 2060 6 GB, 16 GB, 512 GB NVMe SSD, Windows 10 Home",1348.99,10,15.6,SSD,2.6,16,3.7,other_brand,1,i7
299,"Lenovo V15 Athlon Gold 3150U 15.6-inch Laptop, AMD Athlon Gold 3150U, 8 GB RAM, 256 GB SSD, Windows 10 Pro",449.0,2,15.6,SSD,3.3,8,4.0,lenovo,0,amd
300,"HP Pavilion x360 14-dw0024na 14 Inch Full HD Touch Screen Convertible Laptop, Intel Core i3-1005G1, 8 GB RAM, 128 GB SSD, Windows 10 Home - Silver",579.99,33,14.0,Flash Memory Solid State,1.2,8,4.5,hp,0,i3
301,"Lenovo IdeaPad 3 14ADA05 14 Inch FHD Laptop - (AMD Ryzen 3, 4GB RAM, 128 GB SSD, AMD Radeon Graphics, Windows 10 Home + Office 365 Personal) - Platinum Grey",399.99,41,14.0,SSD,3.5,4,4.5,lenovo,1,amd
302,"HP 250 G7 15.6"" Laptop - Core i5 1.6GHz CPU, 8GB RAM, Windows 10",679.0,54,15.6,HDD,1.6,8,4.3,hp,0,i5
303,"Acer Nitro 5 AN515-55 15.6 inch Gaming Laptop (Intel Core i7-10750H, 8GB RAM, 1TB SSD, NVIDIA RTX 2060, Full HD 144Hz Display, Windows 10, Black)",1048.99,268,15.6,Flash Memory Solid State,2.6,8,4.5,acer,1,i7
304,"HP 255 G8 15.6-inch Laptop, AMD Ryzen 5 3500U Quad Core APU, 32 GB RAM, 1 TB SSD, Windows 10 Pro",879.0,7,15.6,SSD,3.7,32,4.7,hp,0,amd
305,"G-Anica® Netbook Laptop PC 10 inch Android Portable Ultrabook,Dual Core, Wifi,with Laptop Bag + Mouse + Mouse Pad + Earphone (4 PCS Computer Accessories) (Pink)",139.99,153,10.0,HDD,1.5,1,3.0,other_brand,0,unknown
306,"Razer Blade 15 Base Model (2020): Gaming Laptop with 15.6 Inch Full HD 144 Hz Base Model, Intel Core i7, NVIDIA GeForce GTX 1660 Ti, 16 GB RAM, 256 GB SSD, Chroma RGB Lighting | UK QWERTY Layout",1219.97,286,15.6,Flash Memory Solid State,5.0,16,4.3,other_brand,1,i7
307,HP ELITEBOOK 840 G3 LAPTOP INTEL CORE I5-6200U 6th GEN 2.3GHZ WEBCAM 8GB RAM 240GB SSD WINDOWS 10 PRO 64BIT (Renewed),444.29,8,14.0,SSD,2.3,8,4.1,hp,0,i5
308,"HP EliteBook 840 G1 14-inch Ultrabook Laptop PC (Intel Core i7-4600U, 8GB RAM, 256GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit)(Renewed)",429.99,715,14.0,SSD,2.1,8,4.1,hp,0,i7
309,"HSW 10.1 inch windows 10 Ultra Thin Laptop PC - 2GB RAM 32GB Storage, Intel Quad Core 1.44Ghz USB 3.0, WiFi, HDMI, BT, Supports 128GB tf-Card Notebook Computer (White)",169.99,99,10.1,SATA,1.44,2,3.5,other_brand,0,unknown
310,"HP PROBOOK 640 G1 14"" LAPTOP INTEL CORE i5-4200M 4th GEN 2.5GHZ WEBCAM 8GB RAM 500GB HDD WINDOWS 10 PRO (Renewed)",418.2,9,14.0,SATA,2.5,8,3.6,hp,0,i5
311,"Dell XPS 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (Renewed)",1749.99,7,15.0,SSD,2.6,16,4.3,dell,1,i7
312,Lenovo ThinkPad T430 3rd Gen i5-3320M 8GB 128GB SSD WebCam DVDRW USB 3.0 Windows 10 Professional 64-bit (Renewed),329.99,180,14.0,SSD,2.6,8,4.3,lenovo,0,i5
313,"HP Envy x360 15-ed0006na 15.6-inch Full HD Touch Screen Convertible Laptop with Stylus (Natural Silver) - (Intel Core i5-1035G1, 8 GB RAM, 512 GB SSD, Windows 10 Home)",1399.0,43,15.6,Flash Memory Solid State,1.0,8,4.4,hp,0,i5
314,"Lenovo Thinkpad T440 Laptop, I5-4300U, 1.9GHZ, 256GB Solid State Drive, 8GB RAM, With Windows 10 Professional (Renewed)",339.99,37,14.0,SSD,1.9,8,3.8,lenovo,0,i5
315,"HP 250 G7 15.6-inch Laptop, Intel Core i7-1065G7, 16 GB RAM, 500 GB SSD, Windows 10 Pro",979.0,2,15.6,SSD,3.9,16,5.0,hp,0,i7
316,"Lenovo Yoga S1 Thinkpad, 128GB SSD, 4GB RAM (Renewed) (Refurbished)",299.99,28,12.5,SSD,2.6,4,4.4,lenovo,0,unknown
317,"14 inch Laptop (Intel Celeron 64-bit, 4GB DDR3 RAM, 64GB eMMC, 10000mAH battery, HD webcam, Windows 10 OS Preinstalled, 1366 * 768 FHD IPS display) Notebook",218.99,137,14.0,EMMC,1.1,6,2.6,other_brand,0,unknown
318,"ASUS OLED ZenBook Flip UX363EA 13.3 inch 400nits Touchscreen Laptop (Intel i7-1165G7, 16GB RAM, 512GB SSD, Backlit Keyboard, Windows 10) Includes Stylus Pen and USB-C to audio jack adapter",1199.99,11,13.3,SSD,2.8,16,3.9,asus,0,i7
